,title,area,numberOfRooms,price,town,district
904,"BOĞAZ MANZARALI, PANORAMİK TERASLI DUBLEX DAİRE",170,3+2,3.175.000,Üsküdar,Çengelköy
905,MARKADAN ÇİÇEKSUYU CAD. 1.kat Çook GENİŞ Çook Ferah 3+1 daire,145,3+1,2.700.000,Eyüpsultan,Yeşilpınar
906,ATAKÖY KONAKLARI' NDA DOĞU CEPHE D TİPİ MANZARALI SATILIK 3+1,174,3+1,12.450.000,Bakırköy,Ataköy
907,NEVİN AKGÜN' DEN AQUA FLORYA KARŞISI MUHTEŞEM DUBLEX ..,450,7+2,23.000.000,Bakırköy,Florya
908,CITIZENSHIP OFFER 1+1 READY FLAT,74,1+1,1.499.999,,
909,MERDİVENKÖY MİNİBÜS CADDESİ ÜZERİ 110M2 3+1 ASANSÖRLÜ ARA KAT,110,3+1,2.825.000,Kadıköy,Merdivenköy
910,KISIKLI'DA 160 M2 TERS DUBLEX SATILIK DAİRE !!!,160,3+1,2.300.000,Üsküdar,Ferah
911,SİNPAŞ AQUA CITY 2010'da *SADECE 3 ADET BULUNAN* 4 BALKONLU 3+1,173,3+1,4.700.000,Sancaktepe,Sarıgazi
912,"ESENYURT'TA KÖŞE BAŞI, 100M2, 2+1 UYGUN DAİRE",100,2+1,635.000,,
913,Çekmeköy Sarıevler Sancaktepe Sarı Evler Satılık Çatı Dubleks,235,4+2,3.250.000,Sancaktepe,Sarıgazi
914,3 Günde Tapu Vatandaşlığa Uygun Elite Life Residence'da 2+1,169,2+1,4.750.000,Beylikdüzü,Gürpınar
915,'Concept Gayrimenkul'-KO­MİSYONSUZ-Satış Ofisinden Satılık 3+1,126,3+1,2.550.000,Tuzla,İstasyon
916,ÖMERPAŞADA KIZ LİSESİNE YAKIN YENİ BİNADA 3+1 135 m2 2.KAT,135,3+1,5.950.000,Kadıköy,Göztepe
917,METROYA YÜRÜME MESAFESİ ÇOK GÜZEL KONUM FIRSAT 2+1 SATILIK,90,2+1,1.250.000,Ümraniye,Merkez
918,TEK YETKİLİ ORDUEVİNE ÇOK YAKIN SIFIR 135M2 BALKONLU LÜKS,135,3+1,9.250.000,Kadıköy,Fenerbahçe
919,MODERN'DEN BAĞLARBAŞI MAH. GÖÇMENLERİN OLDUĞU SOKAKTA 2+1 85m2,90,2+1,885.000,,
920,"10000 TL KİRA GETİRİLİ, BAĞIMSIZ 2 DAİRE KULLANIMLI, METROYA 1DK",120,2+1,1.450.000,Ataşehir,İçerenköy
921,YETKİLİ GÖZTEPE Point'den CADDEYE YAKIN 165 M2 4+1 KATTA TEK,165,4+1,6.500.000,Kadıköy,Göztepe
922,ZEYTİNBURNU VELİEFENDİ MAH'DE 3+1 130m² KREDİLİ SATILIK DAİRE...,130,3+1,1.600.000,Zeytinburnu,Çırpıcı
923,"HEY' DEN KOZZY AVM ARKASI DENİZ MANZARALI SATILIK 3,5 +1 DUBLEX",170,3.5+1,5.000.000,Kadıköy,Kozyatağı
924,SINIRSIZ KREDİ İMKANI 3 GÜN GEÇERLİ FİYAT SİTE İÇİNDE EN UYGUN,76,1+1,1.085.000,Pendik,Dolayoba
925,SINIRSIZ KREDİ İMKANI 3 GÜN GEÇERLİ FİYAT SİTE İÇİNDE EN UYGUN,76,1+1,1.085.000,Pendik,Dolayoba
926,Soyludan Acil Satılık Kredi Limitsiz 3+1 Satılık Daire,140,3+1,1.975.000,Pendik,Yenişehir
927,AVRUPA KONUTLARI ATAKÖY SATILIK MOBİLYALI 2+1 DAİRE,105,2+1,5.150.000,Bakırköy,Ataköy
928,BİRİKİM'den TEK YETKİLİ ! Aydınevler'de 3 Yıllık 1.Katta Lüx 2+1,100,2+1,1.620.000,Maltepe,Aydınevler
929,'Concept Gayrimenkul' KOMİSYONSUZ-Satış Ofisinden-Satılık 3+1,121,3+1,2.650.000,Tuzla,Postane
930,MALTEPE IHLAMUR SİTESİNDE LÜKS 4+1 DAİRE,170,4+1,4.090.000,Maltepe,İdealtepe
931,BK GAYRİMENKUL'DEN AÇIK OTOPARKLI GENİŞ 2+1 ARAKAT DAİRE,100,2+1,1.188.000,Sancaktepe,Samandıra
932,CADDEBOSTAN VARONDAN ÖMERPAŞADA 225M2 İSKANLI TERASLI DUBLEKS,225,3+1,6.900.000,Kadıköy,Göztepe
933,YATIRIM'dan küçükyalı'da lüks yapılı sokağa cepheli ferah 3+1,120,3+1,2.890.000,Maltepe,Küçükyalı
934,Mecidiyeköy'de Eski Osmanlı Sokakda Bakımlı Satılık Dublex Daire,135,4+1,2.475.000,Şişli,Mecidiyeköy
935,FIRSATTIR!! VALİDEBAĞ KONAKLARINDA GİRİŞKAT BAHÇE KULLANIMLI 1+1,68,1+1,2.850.000,Üsküdar,Altunizade
936,ÇAKIR'DAN SİTE İÇİ İSKANLI E.BANYOLU SATILIK 3+1 ARA KAT DAİRE,110,3+1,1.395.000,Tuzla,Aydınlı
937,TUZLA AYDINLI'DA MERKEZİ KONUMDA SATILIK 5+2 220M2 DUBLEKS DAİRE,220,5+2,1.850.000,Tuzla,Aydınlı
938,Altınzade Barbaros Mah. 160 m2 sıfır Güney cephe Dublex,160,3+1,6.300.000,Üsküdar,Altunizade
939,ARTI'dan 'Tek Yetkili' Mavievler'de Metroya Hilltown'a Yakın 3+2,240,3+2,2.500.000,Maltepe,Aydınevler
940,Beylikdüzü Gürpınar merkezde geniş 2+1 daire.,110,2+1,1.600.000,,
941,BÜYÜKÇEKMECE SATILIK 3+1 GENİŞ FULL SOSYAL TESİSLİ AİLE PROJESİ,235,3+1,5.500.000,,
942,ISPARTAKULE'DE LANSMAN ÖNCESİ AVANTAJLI 2+1 DAİRE BANU EVLERİ 4,135,2+1,2.700.000,Avcılar,Firuzköy
943,BÜYÜKÇEKMECE 'DE ŞEHRİN ORTASINDA SATILIK GENİŞ 4+1 PROJE 'DEN,285,4+1,6.000.000,,
944,BÖLGENİN EN GENİŞ 3+1 DAİRESİ PROJE'DEN SATILIK BÜYÜKÇEKMECE,242,3+1,5.900.000,,
945,HİLAL KONAKLARI GENİŞ 2+1 SATILIK METROBÜSE YAKIN,210,2+1,5.500.000,,
946,ISPARTAKULE BANU EVLERİ 4 ÖN TALEP FIRSAT 3+1 DAİRE KAÇIRMAYIN,163,3+1,3.100.000,Avcılar,Firuzköy
947,ISPARTAKULE'DE LANSMAN ÖNCESİ AVANTAJLI 2+1 DAİRE BANU EVLERİ 4,129,2+1,2.500.000,Avcılar,Firuzköy
948,ISPARTAKULE %50 PEŞİNAT 24 AY TAKSİTLİ FIRSAT 3+1 BANU EVLERİ 4,163,3+1,3.600.000,Avcılar,Firuzköy
949,ISPARTAKULE'DE 2+1 ÖN TALEP FIRSATI %50 PEŞİNAT 24 AY TAKSİT,129,2+1,2.900.000,Avcılar,Firuzköy
950,KARTAL İST MARİNA DENİZ MANZARALI SATILIK STÜDYO,45,Stüdyo,(1+0),KartalRahmanlar (Atalar,)
951,BÜYÜKÇEKMECE 'DE PROJE'DEN SATILIK 2+1 HİLAL KONAKLARI,175,2+1,4.700.000,,
952,MXM TRİO'DAN KASRİ LENA SİTESİNDE VATANDAŞLIĞA UYGUN LÜKS 3+1,165,3+1,4.500.000,Ümraniye,Esenşehir
953,ELIBOL/GYD YENİDOĞAN'DA DEPREM SONRASI ÇİFT CEPHELİ DAİRE,100,2+1,1.300.000,Zeytinburnu,Beştelsiz
954,▃ARTEMİN YAPI▃ALTINTEPE'DE 3 YILLIK GÜVENLİKLİ SİTE'DE 100M2 2+1,100,2+1,2.550.000,Maltepe,Küçükyalı
955,FATİH MEVLANAKAPI'DA 3+2 TERS DUBLEKS SATILIK DAİRE,148,3+2,3.000.000,Fatih,Mevlanakapı
956,TURYAP'TAN FENERYOLU TREN İSTASYONUNUN YANINDA TEK YETKİLİ 2+1 !,100,2+1,3.250.000,Kadıköy,Feneryolu
957,█ FIRSAT |TEK DAİRE ÜZERİ | TRAMVAYA YAKIN | 120 m² 3+1,130,3+1,1.280.000,Eyüpsultan,Rami
958,TABİKİ İSTANBULLemlak-S İTEİÇİNDE-130m2 İSKANLI-METRO-10dk,130,3+1,1.700.000,Maltepe,Esenkent
959,"NİKSAR EMLAK'TAN GÜNEY, KREDİLİ, İSKANLI, KÖŞE BAŞI 2+1 1.KAT",90,2+1,1.050.000,Küçükçekmece,Halkalı
960,İNDİRİMLİ FİYAT KAMPANYASININ SON GÜNLERİNİ KAÇIRMAYIN,160,3+1,1.950.000,Tuzla,Tersaneler
961,"MODA DA, SAHİLE YAKIN EŞYALI SATILIK BAHÇE TERASLI BODRUM KAT",110,2+1,1.950.000,Kadıköy,Caferağa
962,ASANSÖRLÜ DENIZ MANZARALI TERASLI DUBLEKS KABATAŞ BEYOĞLU,190,4+1,4.350.000,Beyoğlu,Pürtelaş
963,3+1 Bahçe kullanımlı Kapalı Mutfaklı Nakitte Fısat Daire,109,3+1,1.900.000,Pendik,Dolayoba
964,KILINÇLAR FARKIYLA YENİ YAPI ÇOK İDDALI AŞIK VEYSEL CAD.YANINDA!,77,1+1,745.000,Küçükçekmece,Halkalı
965,XXL YAPIDAN 6 YILLIK BİNADA METROYA 8 DK ASANSÖRLÜ 2+1,85,2+1,2.000.000,Şişli,Bozkurt
966,BEYLİKDÜZÜ GEZGEN İNŞ'TAN EMSALSİZ BUTİK SİTE'DE 2+1 DAİRE,120,2+1,980.000,Beylikdüzü,Kavaklı
967,SUN GROUP'DAN BEYLİKDÜZÜNDE KARANLIK ODASI YOK MANZARALI DAİRE,120,2+1,1.899.000,Beylikdüzü,Kavaklı
968,SUN GROUP İNŞAATTAN CUMHURİYETTE SİTE İÇERİSİNDE EŞYALI DAİRE !,95,1+1,1.350.000,,
969,Beylikdüzü'nün İncisi Beykent Elite Life Residence 2+1 Büyük M2,169,2+1,4.350.000,Beylikdüzü,Gürpınar
970,AYBARS'DAN KAVACIK KÖRFEZ SİTESİNDE 2+1 SATILIK GİRİŞ KAT DAİRE,100,2+1,1.630.000,Beykoz,Anadoluhisarı
971,MİHENK YAPI'DAN BEYLİKDÜZÜ KAVAKLIDA DENİZ MANZARALI ŞIK DAİRE,115,2+1,1.380.000,Beylikdüzü,Kavaklı
972,MODERN'DEN MÜKEMMEL RESİDANS AYARINDA SİTE 2+1 SİZLERİ BEKLİYOR,90,2+1,2.300.000,Gaziosmanpaşa,Küçükköy
973,BAHÇEŞEHİR ESTON ŞEHİR 3.MAHALLE MANZARALI SATILIK 3+1 DAİRE,135,3+1,4.500.000,Başakşehir,Bahçeşehir
974,"Ataşehir Fetih mah.de,güvenlikli site içinde,geniş 2+1,91 m2 net",115,2+1,1.950.000,Ataşehir,Örnek
975,SİNCANLI'DAN ATMACA SİTESİNDE SATILIK ARAKAT,110,2+1,1.250.000,Eyüpsultan,Alibeyköy
976,"FİDAN'DAN MERDİVENKÖY DE, MİNİBÜSE YAKIN, 2+1 İÇİ BAKIMLI DAİRE",100,2+1,1.850.000,Kadıköy,Merdivenköy
977,ATALAR ÇANAKKALE CADDESİNDE EBEVEYN BANYOLU GENİŞ 2+1 DAİRE,117,2+1,4.900.000,KartalRahmanlar (Atalar,)
978,NETWORK ENVER DE EVORA A/PARSELDE BÜYÜK TİP BALKONLU 3+1 FIRSATI,150,3.5+1,2.400.000,Tuzla,İçmeler
979,ATÖLYEDEN KAYIŞDAĞI İNÖNÜDE 9 YILLIK 100M2 NET 3+1 BALKONLU,135,3+1,1.900.000,Ataşehir,Kayışdağı
980,EGE'DEN MİNİBÜS YOLUNDA 3+1 SATILIK KOMPLE YENİLENMİŞ LÜKS DAİRE,140,3+1,2.550.000,Maltepe,Küçükyalı
981,Atakent 2.Etap Sahibinden Satılık 2+1 Daire,80,2+1,2.075.000,Küçükçekmece,Halkalı
982,"BAHÇEŞEHİR STRADA' DA SATILIK DAİRE, KAPALI OTOPARK VE GENİŞ TİP",70,1+1,1.640.000,Başakşehir,Bahçeşehir
983,ORJİN EMLAK'TAN AVRUPA KONUTLARI 1 3+1 PEYZAJ MANZARALI DAİRE,141,3+1,4.350.000,Küçükçekmece,Halkalı
984,"SİTE İÇERİSİNDE BAHÇE KULLANIMLI,ŞIK TASARIMLI 2+1 SATILIK DAİRE",135,2+1,1.349.000,Beylikdüzü,Kavaklı
985,"SİTE İÇERİSİNDE BAHÇE KULLANIMLI,ŞIK TASARIMLI 2+1 SATILIK DAİRE",135,2+1,1.349.000,Beylikdüzü,Kavaklı
986,İlkemCity den Kentplus Kartal da Satılık 2+1 Daire,98,2+1,2.100.000,Kartal,Soğanlık
987,AVANGART ISTANBUL SATILIK DAIRE,130,3+1,11.750.000,Sarıyer,Merkez
988,EPA DAN ARA KAT ÖN CEPHE KAPALI OTOPARKLI EBEVEYN BANYOLU,130,3+1,2.590.000,Maltepe,Yalı
989,4E GAYRİMENKUL--DEPREM SON.ÇİFT GİRİŞ DUBLEX 5-2 300M2,300,5+2,11.500.000,Bakırköy,Florya
990,2+1 FLAT FOR SALE İN A LUXURY COMPLEX WİTHOUT COMMİSSİON.,110,2+1,955.000,,
991,TURYAP'TAN FENERYOLU'NDA DENİZ MANZARALI İÇİ YENİLENMİŞ LÜKS 3+1,150,3+1,4.250.000,Kadıköy,Feneryolu
992,BUTİK SİTEDE YEŞİLYURT CADDESİNE CEPHELİ 3+2DUBLEKS,210,3+2,2.380.000,Beylikdüzü,Kavaklı
993,YATIRIM'dan İdealtepe sahilde marmaraya yakın geniş 290m2 4+2,290,4+2,6.700.000,Maltepe,İdealtepe
994,GÖZTEPE TÜTÜNCÜ M.EFENDİDE 5+2 285 M2 KOMBİLİ YENİ SIFIR DAİRE,285,5+2,9.100.000,Kadıköy,Göztepe
995,BALMUMCU JANDARMA YANI SALON SALOMANJE 2+1 SATILIK DAİRE,125,2+1,4.750.000,Beşiktaş,Gayrettepe
996,BÜYÜKÇEKMECE 'DE ŞEHRİN ORTASINDAKİ EN ÖZEL PROJEDE SATILIK 4+1,285,4+1,6.700.000,,
997,"ADALAR MANZARALI 2+1 SATLIK DAİRE,İSKANLI,­OTOPARKLI,LÜKS MİMARİ.",100,2+1,1.735.000,Maltepe,Zümrütevler
998,BÜYÜKÇEKMECE 'DE SAHİLE YAKIN GENİŞ 4+1 HİLAL KONAKLARI,305,4+1,6.600.000,,
999,"ARTI'dan 'Tek Yetkili' Aydınevler'de İskânlı, Ön Cepheli Dubleks",125,3+1,1.450.000,Maltepe,Aydınevler
1000,BOMONTI DIVAN RESİDENCE Vatandaşlık Seçenekleriyle Sinpas Queen,90,1+1,3.900.000,Şişli,Cumhuriyet
1001,Andromeda Gold Boş 3+1 En Güzel Konum,186,3+1,9.400.000,,
1002,BÜYÜKÇEKMECE 'DE PROJEDEN SATILIK 4+1 METROBÜSE 8 DAKİKA,285,4+1,6.300.000,,
1003,BÜYÜKÇEKMECE SATILIK GENİŞ 4+1 PROJEDEN PEYZAJ MANZARALI,325,4+1,5.900.000,,
1004,PENDİK'TE GÖKTÜRK KONUTLARINDA 2+1 DAİRE İÇİN YERİNİZİ ALIN !!,93,2+1,1.500.000,Pendik,Esenyalı
